Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
,,,,,Restaurant Table   Chair Sets,W123662261,"78.7""Modern Rectangular Dining Table Sets, Glossy White Sintered Stone Dining Table with 8 Faux Leather Dining Chairs,Beige","$2,050.00",https://www.wayfair.com/furniture/pdp/latitude-run-787modern-rectangular-dining-table-sets-glossy-white-sintered-stone-dining-table-with-8-faux-leather-dining-chairsbeige-w123662261.html,Latitude Run®,null,"This 78.74-inch dining set is the perfect pick for anyone who wants a space that feels both stylish and totally livable. The rectangular sintered stone tabletop is smooth, scratch-resistant, and so easy to wipe down—ideal for busy weeknights or fancy dinner parties. Its V-shaped stainless steel base isn’t just for looks, either: it’s sturdy, modern, and gives the whole piece a light, open feel that won’t weigh down your dining room. Pair it with eight sleek, beige faux leather chairs that are as comfy as they are chic. The padded seats mean everyone can linger over dessert, and the minimalist black metal legs tie the whole look together. Whether you’re hosting a family brunch or a casual get-together with friends, this set turns every meal into a moment you’ll want to savor. | I love and I mean love my new table. It goes so great in my house. Just what I was looking for.. Sandra. Lenexa, Kansas. Wed Jan 07 2026"
,,,,,Restaurant Table   Chair Sets,W123613136,"62.9"" Rectangular Farmhouse Dining Table Set With Chairs","$1,259.97",https://www.wayfair.com/furniture/pdp/latitude-run-629-rectangular-farmhouse-dining-table-set-with-chairs-w123613136.html,Latitude Run®,null,"Create an elegant and inviting dining space with this 62.9"" modern dining room table set for 4-6. The table legs deliver both artistic appeal and solid stability. The wide wood-grain tabletop with smooth rounded corners offers ample space for meals and gatherings, while ensuring safety and comfort. Upholstered dining room chairs feature soft fabric, ergonomic curved backs, and high-density foam for exceptional seating comfort. | these chairs look beautiful with a soft, cozy fabric. The design is simple and elegant, and they pair perfectly with my dining table. The seat could be more comfortable. Anonymous. Sat Sep 19 2026"
,,,,,Restaurant Table   Chair Sets,W123590154,9-Piece Extendable Wood Veneer Dining Table Set with Chenille Wingback Chairs,"$1,850.00",https://www.wayfair.com/furniture/pdp/wade-logan-9-piece-extendable-wood-veneer-dining-table-set-with-chenille-wingback-chairs-w123590154.html,Wade Logan®,null,"Designed for dinners that deserve a little more room, this dining set brings together natural wood character and softly tailored chenille seating in one polished composition. The adaptable table transitions easily from everyday meals to fuller gatherings, while eight wingback dining chairs surround the space with a warm, inviting presence. Sculptural lines, soft upholstery, and coordinated proportions give the entire dining room a thoughtfully finished feel—equally suited to relaxed family dinners and special occasions."
,,,,,Restaurant Table   Chair Sets,W123661004,"72""–104"" Extendable Wood Veneer Dining Table Set with 8 Velvet Chairs and Hidden Casters","$2,500.00",https://www.wayfair.com/furniture/pdp/wrought-studio-72104-extendable-wood-veneer-dining-table-set-with-8-velvet-chairs-and-hidden-casters-w123661004.html,Wrought Studio™,null,"Made for fuller tables and longer evenings together, this 9-piece dining set for eight creates an inviting setting for family dinners, holidays, and weekend entertaining. The generous table adapts easily when more room is needed, while plush upholstered seating brings a soft, elevated contrast to the natural wood character. Hidden mobility makes the chairs easy to pull out and reposition, giving a large dining space a more effortless everyday feel. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123613150,"62.9"" Rectangular Farmhouse Dining Table Set With Chairs","$1,440.00",https://www.wayfair.com/furniture/pdp/latitude-run-629-rectangular-farmhouse-dining-table-set-with-chairs-w123613150.html,Latitude Run®,null,"Create an elegant and inviting dining space with this 62.9"" modern dining room table set for 4-6. The table legs deliver both artistic appeal and solid stability. The wide wood-grain tabletop with smooth rounded corners offers ample space for meals and gatherings, while ensuring safety and comfort. Upholstered dining room chairs feature soft fabric, ergonomic curved backs, and high-density foam for exceptional seating comfort. | these chairs look beautiful with a soft, cozy fabric. The design is simple and elegant, and they pair perfectly with my dining table. The seat could be more comfortable. Anonymous. Sat Sep 19 2026"
,,,,,Restaurant Table   Chair Sets,W123613144,"62.9"" Rectangular Farmhouse Dining Table Set With Chairs","$1,479.96",https://www.wayfair.com/furniture/pdp/latitude-run-629-rectangular-farmhouse-dining-table-set-with-chairs-w123613144.html,Latitude Run®,null,"Create an elegant and inviting dining space with this 62.9"" modern dining room table set for 4-6. The table legs deliver both artistic appeal and solid stability. The wide wood-grain tabletop with smooth rounded corners offers ample space for meals and gatherings, while ensuring safety and comfort. Upholstered dining room chairs feature soft fabric, ergonomic curved backs, and high-density foam for exceptional seating comfort. | these chairs look beautiful with a soft, cozy fabric. The design is simple and elegant, and they pair perfectly with my dining table. The seat could be more comfortable. Anonymous. Sat Sep 19 2026"
,,,,,Restaurant Table   Chair Sets,W123596296,"47""–83"" Extendable Pedestal Dining Set with Velvet Caster Armchairs","$1,920.00",https://www.wayfair.com/furniture/pdp/wade-logan-4783-extendable-pedestal-dining-set-with-velvet-caster-armchairs-w123596296.html,Wade Logan®,null,"Made for dining spaces that need to adapt with ease, this coordinated collection moves naturally from everyday meals to fuller gatherings. The expandable table creates more room when guests arrive, while velvet dining chairs with concealed casters glide easily in and out of place. Available with four or six matching chairs, the sculptural forms and soft upholstery create a polished setting that feels inviting, flexible, and effortlessly put together. | This chair is dreamyyy! Rich, chocolate brown in the softest velvet. It is a beautiful chair that doesn’t take up a lot of space while adding seating to your space. It can be moved easily due to the casters on the bottom which glide almost effortlessly. Love it!. Meagan Hotard. Baton Rouge, LA. Mon Sep 21 2026"
,,,,,Restaurant Table   Chair Sets,W123662260,"71""Modern Rectangular Dining Table Sets, Glossy White Sintered Stone Dining Table with 6 Faux Leather Dining Chairs,Beige","$1,680.00",https://www.wayfair.com/furniture/pdp/ebern-designs-71modern-rectangular-dining-table-sets-glossy-white-sintered-stone-dining-table-with-6-faux-leather-dining-chairsbeige-w123662260.html,Ebern Designs,null,"This 71-inch dining set is the perfect pick for anyone who wants a space that feels both stylish and totally livable. The rectangular sintered stone tabletop is smooth, scratch-resistant, and so easy to wipe down—ideal for busy weeknights or fancy dinner parties. Its V-shaped stainless steel base isn’t just for looks, either: it’s sturdy, modern, and gives the whole piece a light, open feel that won’t weigh down your dining room. Pair it with 6 sleek, beige faux leather chairs that are as comfy as they are cic. The padded seats mean everyone can linger over dessert, and the minimalist black metal legs tie the whole look together. Whether you’re hosting a family brunch or a casual get-together with friends, this set turns every meal into a moment you’ll want to savor. | I love and I mean love my new table. It goes so great in my house. Just what I was looking for.. Sandra. Lenexa, Kansas. Wed Jan 07 2026"
,,,,,Restaurant Table   Chair Sets,W123427831,"72""-104"" Extendable Wood Veneer Dining Table Set with 8 Upholstered Barrel Chairs","$2,650.00",https://www.wayfair.com/furniture/pdp/wade-logan-72-104-extendable-wood-veneer-dining-table-set-with-8-upholstered-barrel-chairs-w123427831.html,Wade Logan®,null,"Designed for everyday dining and effortless entertaining, this nine-piece dining table set for eight pairs a generous rectangular table with eight sculptural upholstered chairs. The elongated proportions create a polished centerpiece, while softly rounded seating keeps the room inviting and comfortable. From family meals to larger gatherings, the coordinated design gives your dining space a refined, complete look without feeling formal. | I love these chairs! They are super comfy. They hit your back right in the perfect spot and the casters glide really smoothly on my rug. 100010 recommend. Completely worth every penny.. Elizabeth B.. Fri May 01 2026"
,,,,,Restaurant Table   Chair Sets,W123427829,"72""-104"" Extendable Wood Veneer Dining Table Set with 8 Upholstered Barrel Chairs","$2,600.00",https://www.wayfair.com/furniture/pdp/latitude-run-72-104-extendable-wood-veneer-dining-table-set-with-8-upholstered-barrel-chairs-w123427829.html,Latitude Run®,null,"Designed for everyday dining and effortless entertaining, this nine-piece dining table set for eight pairs a generous rectangular table with eight sculptural upholstered chairs. The elongated proportions create a polished centerpiece, while softly rounded seating keeps the room inviting and comfortable. From family meals to larger gatherings, the coordinated design gives your dining space a refined, complete look without feeling formal. | I love these chairs! They are super comfy. They hit your back right in the perfect spot and the casters glide really smoothly on my rug. 100010 recommend. Completely worth every penny.. Elizabeth B.. Fri May 01 2026"
,,,,,Restaurant Table   Chair Sets,W000801708,Awwal 4 - Person Four Leg Dining Set,$269.99,https://www.wayfair.com/furniture/pdp/wade-logan-awwal-5-piece-dining-set-w000801708.html?piid=681135531%2C749972211,Wade Logan®,"Brown, Gray","Make the most of your dining room with this five-piece set, featuring a table and four chairs. Each of the chairs features splayed wood legs for a modern aspect, while the armless seats are wrapped in fade- and stain-resistant polyester. The manufactured wood table stands atop tapered metal legs and offers plenty of room for you to spread out with your latest meal. | 1 year review. Very simple table, easy to clean, I will love to have more cushion on the chairs since theres very little to none but I have no complains. Anonymous. Saddle Brook. Tue Jul 21 2026"
,,,,,Restaurant Table   Chair Sets,W007353621,Everest 4 - Person Glass Top Four Leg Dining Set,$263.99,https://www.wayfair.com/furniture/pdp/wade-logan-everest-4-person-dining-set-w007353621.html?piid=2061503650%2C2061503651,Wade Logan®,"Dark Gray, Brown","This 5-piece dining set brings streamlined seating and ultra-modern style to your kitchen or dining area. It includes a table and four chairs, all with minimalist silhouettes. Each piece is made from metal, and they're built on sleek, flared legs with a brown hue. The fixed table features clean lines and a rectangular glass surface that's easy to clean, and ideal for accommodating four guests for a weeknight meal or holiday dinner. We also love that its 29"" wide surface is ideal for smaller spaces. Plus, the velvet chairs with rounded backs are padded for plenty of support. | These chairs are comfortable and very durable!. Anonymous. Fri Aug 07 2026"
